component_id,index_date,country_code,currency_code,macro_theme,headline_target_type,candidate_indicator_id,candidate_indicator_key,feature_release_timestamp_utc,normalized_signal,directional_signal,assigned_weight,weighted_signal,observation_pairs,abs_correlation,component_available,processed_at
20805,2022-07-01,EU,EUR,Growth,GDP,189,economic_sentiment,2022-06-29T09:00:00+00:00,-1.196849,1.196849,0.254933,0.305116,64,0.650649,True,2026-04-21T08:13:09.357652+00:00
20806,2022-07-01,EU,EUR,Inflation,CPI,89,core_cpi_yoy,2022-07-01T09:00:00+00:00,0.544331,0.544331,0.132642,0.072201,247,0.503680,True,2026-04-21T08:13:09.357652+00:00
20807,2022-07-01,EU,EUR,Inflation,CPI,90,unemployment_rate,2022-06-30T09:00:00+00:00,-2.683282,2.683282,0.105662,0.283521,130,0.401232,True,2026-04-21T08:13:09.357652+00:00
20808,2022-07-01,EU,EUR,Inflation,CPI,91,gdp_qoq,2022-06-08T09:00:00+00:00,-0.415205,0.415205,0.108005,0.044844,105,0.410129,True,2026-04-21T08:13:09.357652+00:00
20809,2022-07-01,EU,EUR,Inflation,CPI,97,manufacturing_pmi,2022-07-01T08:00:00+00:00,-3.176899,3.176899,0.107728,0.342241,207,0.409074,True,2026-04-21T08:13:09.357652+00:00
20810,2022-07-01,EU,EUR,Inflation,CPI,98,services_pmi,2022-06-03T08:00:00+00:00,-0.690476,0.690476,0.075757,0.052308,40,0.442574,True,2026-04-21T08:13:09.357652+00:00
20811,2022-07-01,EU,EUR,Inflation,CPI,99,composite_pmi,2022-06-03T08:00:00+00:00,-1.058475,1.058475,0.078907,0.083521,40,0.460976,True,2026-04-21T08:13:09.357652+00:00
20812,2022-07-01,EU,EUR,Inflation,CPI,188,cpi_index,2022-07-01T09:00:00+00:00,2.346782,2.346782,0.111836,0.262455,125,0.424674,True,2026-04-21T08:13:09.357652+00:00
20813,2022-07-01,EU,EUR,Inflation,CPI,190,consumer_inflation_expectation,2022-06-29T09:00:00+00:00,-0.405639,-0.405639,0.116080,-0.047087,128,0.440792,True,2026-04-21T08:13:09.357652+00:00
20814,2022-07-01,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2022-06-15T04:30:00+00:00,0.664562,0.664562,0.139008,0.092379,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
20815,2022-07-01,JP,JPY,Growth,GDP,108,exports_yoy,2022-06-15T23:50:00+00:00,0.294005,-0.294005,0.105051,-0.030886,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
20816,2022-07-01,JP,JPY,Growth,GDP,109,imports_yoy,2022-06-15T23:50:00+00:00,2.571845,-2.571845,0.152056,-0.391064,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
20817,2022-07-01,JP,JPY,Growth,GDP,111,services_pmi,2022-06-23T00:30:00+00:00,2.640586,2.640586,0.065217,0.172211,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
20818,2022-07-01,JP,JPY,Growth,GDP,112,composite_pmi,2022-06-23T00:30:00+00:00,2.721655,2.721655,0.074204,0.201958,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
20819,2022-07-01,JP,JPY,Growth,GDP,192,industrial_production_mom,2022-06-29T23:50:00+00:00,-5.027812,-5.027812,0.122472,-0.615766,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
20820,2022-07-01,JP,JPY,Growth,GDP,193,industrial_production_yoy,2022-06-29T23:50:00+00:00,-0.121259,-0.121259,0.115039,-0.013950,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
20821,2022-07-01,JP,JPY,Growth,GDP,194,leading_economic_index,2022-06-27T05:00:00+00:00,1.662028,-1.662028,0.129534,-0.215289,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
20822,2022-07-01,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,-0.978052,0.097419,-0.095281,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
20823,2022-07-01,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2022-06-23T23:30:00+00:00,1.694258,1.694258,0.318654,0.539882,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
20824,2022-07-01,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2022-06-23T23:30:00+00:00,1.709900,1.709900,0.280733,0.480025,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
20825,2022-07-01,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,0.978052,0.400614,0.391821,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
20826,2022-07-02,AU,AUD,Inflation,CPI,126,unemployment_rate,2022-06-16T01:30:00+00:00,-1.192570,1.192570,0.158347,0.188840,29,0.436070,True,2026-04-21T08:13:09.357652+00:00
20827,2022-07-02,AU,AUD,Inflation,CPI,129,part_time_employment_change,2022-06-16T01:30:00+00:00,0.156058,0.156058,0.150820,0.023537,31,0.415341,True,2026-04-21T08:13:09.357652+00:00
20828,2022-07-02,AU,AUD,Inflation,CPI,131,leading_index_mom,2022-06-22T01:30:00+00:00,-0.254051,-0.254051,0.162317,-0.041237,29,0.447002,True,2026-04-21T08:13:09.357652+00:00
20829,2022-07-02,AU,AUD,Inflation,CPI,132,private_sector_credit_mom,2022-06-30T01:30:00+00:00,0.956183,-0.956183,0.165307,-0.158064,31,0.455235,True,2026-04-21T08:13:09.357652+00:00
20830,2022-07-02,AU,AUD,Inflation,CPI,199,retail_sales_mom,2022-06-29T01:30:00+00:00,-1.075307,1.075307,0.190298,0.204629,36,0.524058,True,2026-04-21T08:13:09.357652+00:00
20831,2022-07-02,AU,AUD,Inflation,CPI,201,td_mi_inflation_gauge_mom,2022-06-06T01:00:00+00:00,2.201367,2.201367,0.172911,0.380641,28,0.476178,True,2026-04-21T08:13:09.357652+00:00
20832,2022-07-02,AU,AUD,Labor,UNEMPLOYMENT,135,services_pmi,2022-06-02T23:00:00+00:00,-1.325754,1.325754,1.000000,1.325754,24,0.675332,True,2026-04-21T08:13:09.357652+00:00
20833,2022-07-04,AU,AUD,Inflation,CPI,126,unemployment_rate,2022-06-16T01:30:00+00:00,-1.192570,1.192570,0.158347,0.188840,29,0.436070,True,2026-04-21T08:13:09.357652+00:00
20834,2022-07-04,AU,AUD,Inflation,CPI,129,part_time_employment_change,2022-06-16T01:30:00+00:00,0.156058,0.156058,0.150820,0.023537,31,0.415341,True,2026-04-21T08:13:09.357652+00:00
20835,2022-07-04,AU,AUD,Inflation,CPI,131,leading_index_mom,2022-06-22T01:30:00+00:00,-0.254051,-0.254051,0.162317,-0.041237,29,0.447002,True,2026-04-21T08:13:09.357652+00:00
20836,2022-07-04,AU,AUD,Inflation,CPI,132,private_sector_credit_mom,2022-06-30T01:30:00+00:00,0.956183,-0.956183,0.165307,-0.158064,31,0.455235,True,2026-04-21T08:13:09.357652+00:00
20837,2022-07-04,AU,AUD,Inflation,CPI,199,retail_sales_mom,2022-06-29T01:30:00+00:00,-1.075307,1.075307,0.190298,0.204629,36,0.524058,True,2026-04-21T08:13:09.357652+00:00
20838,2022-07-04,AU,AUD,Inflation,CPI,201,td_mi_inflation_gauge_mom,2022-07-04T01:00:00+00:00,-0.532676,-0.532676,0.172911,-0.092106,28,0.476178,True,2026-04-21T08:13:09.357652+00:00
20839,2022-07-04,AU,AUD,Labor,UNEMPLOYMENT,135,services_pmi,2022-07-04T23:00:00+00:00,-1.367208,1.367208,1.000000,1.367208,24,0.675332,True,2026-04-21T08:13:09.357652+00:00
20840,2022-07-04,CH,CHF,Inflation,CPI,173,unemployment_rate,2022-06-08T05:45:00+00:00,-2.914467,2.914467,1.000000,2.914467,66,0.470027,True,2026-04-21T08:13:09.357652+00:00
20841,2022-07-04,NZ,NZD,Inflation,CPI,147,business_confidence,2022-06-30T01:00:00+00:00,-2.344644,-2.344644,0.483506,-1.133649,26,0.424822,True,2026-04-21T08:13:09.357652+00:00
20842,2022-07-04,NZ,NZD,Inflation,CPI,148,capacity_utilization,2022-07-04T22:00:00+00:00,-0.262165,0.262165,0.516494,0.135407,24,0.453807,True,2026-04-21T08:13:09.357652+00:00
20843,2022-07-05,AU,AUD,Inflation,CPI,126,unemployment_rate,2022-06-16T01:30:00+00:00,-1.192570,1.192570,0.158347,0.188840,29,0.436070,True,2026-04-21T08:13:09.357652+00:00
20844,2022-07-05,AU,AUD,Inflation,CPI,129,part_time_employment_change,2022-06-16T01:30:00+00:00,0.156058,0.156058,0.150820,0.023537,31,0.415341,True,2026-04-21T08:13:09.357652+00:00
20845,2022-07-05,AU,AUD,Inflation,CPI,131,leading_index_mom,2022-06-22T01:30:00+00:00,-0.254051,-0.254051,0.162317,-0.041237,29,0.447002,True,2026-04-21T08:13:09.357652+00:00
20846,2022-07-05,AU,AUD,Inflation,CPI,132,private_sector_credit_mom,2022-06-30T01:30:00+00:00,0.956183,-0.956183,0.165307,-0.158064,31,0.455235,True,2026-04-21T08:13:09.357652+00:00
20847,2022-07-05,AU,AUD,Inflation,CPI,199,retail_sales_mom,2022-07-05T01:30:00+00:00,-0.730297,0.730297,0.190298,0.138974,36,0.524058,True,2026-04-21T08:13:09.357652+00:00
20848,2022-07-05,AU,AUD,Inflation,CPI,201,td_mi_inflation_gauge_mom,2022-07-04T01:00:00+00:00,-0.532676,-0.532676,0.172911,-0.092106,28,0.476178,True,2026-04-21T08:13:09.357652+00:00
20849,2022-07-05,AU,AUD,Labor,UNEMPLOYMENT,135,services_pmi,2022-07-04T23:00:00+00:00,-1.367208,1.367208,1.000000,1.367208,24,0.675332,True,2026-04-21T08:13:09.357652+00:00
20850,2022-07-05,EU,EUR,Growth,GDP,94,construction_output_yoy,2022-06-20T09:00:00+00:00,0.065453,-0.065453,0.184660,-0.012087,52,0.471297,True,2026-04-21T08:13:09.357652+00:00
20851,2022-07-05,EU,EUR,Growth,GDP,95,zew_economic_sentiment,2022-06-14T09:00:00+00:00,-0.535099,0.535099,0.229268,0.122681,52,0.585147,True,2026-04-21T08:13:09.357652+00:00
20852,2022-07-05,EU,EUR,Growth,GDP,96,consumer_confidence,2022-06-29T09:00:00+00:00,-1.073226,1.073226,0.159518,0.171199,98,0.407127,True,2026-04-21T08:13:09.357652+00:00
20853,2022-07-05,EU,EUR,Growth,GDP,97,manufacturing_pmi,2022-07-01T08:00:00+00:00,-3.176899,-3.176899,0.171621,-0.545223,90,0.438019,True,2026-04-21T08:13:09.357652+00:00
20854,2022-07-05,EU,EUR,Growth,GDP,189,economic_sentiment,2022-06-29T09:00:00+00:00,-1.196849,1.196849,0.254933,0.305116,64,0.650649,True,2026-04-21T08:13:09.357652+00:00
20855,2022-07-05,EU,EUR,Inflation,CPI,89,core_cpi_yoy,2022-07-01T09:00:00+00:00,0.544331,0.544331,0.132642,0.072201,247,0.503680,True,2026-04-21T08:13:09.357652+00:00
20856,2022-07-05,EU,EUR,Inflation,CPI,90,unemployment_rate,2022-06-30T09:00:00+00:00,-2.683282,2.683282,0.105662,0.283521,130,0.401232,True,2026-04-21T08:13:09.357652+00:00
20857,2022-07-05,EU,EUR,Inflation,CPI,91,gdp_qoq,2022-06-08T09:00:00+00:00,-0.415205,0.415205,0.108005,0.044844,105,0.410129,True,2026-04-21T08:13:09.357652+00:00
20858,2022-07-05,EU,EUR,Inflation,CPI,97,manufacturing_pmi,2022-07-01T08:00:00+00:00,-3.176899,3.176899,0.107728,0.342241,207,0.409074,True,2026-04-21T08:13:09.357652+00:00
20859,2022-07-05,EU,EUR,Inflation,CPI,98,services_pmi,2022-07-05T08:00:00+00:00,-3.811886,3.811886,0.075757,0.288777,40,0.442574,True,2026-04-21T08:13:09.357652+00:00
20860,2022-07-05,EU,EUR,Inflation,CPI,99,composite_pmi,2022-07-05T08:00:00+00:00,-6.317818,6.317818,0.078907,0.498520,40,0.460976,True,2026-04-21T08:13:09.357652+00:00
20861,2022-07-05,EU,EUR,Inflation,CPI,188,cpi_index,2022-07-01T09:00:00+00:00,2.346782,2.346782,0.111836,0.262455,125,0.424674,True,2026-04-21T08:13:09.357652+00:00
20862,2022-07-05,EU,EUR,Inflation,CPI,190,consumer_inflation_expectation,2022-06-29T09:00:00+00:00,-0.405639,-0.405639,0.116080,-0.047087,128,0.440792,True,2026-04-21T08:13:09.357652+00:00
20863,2022-07-05,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2022-06-15T04:30:00+00:00,0.664562,0.664562,0.139008,0.092379,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
20864,2022-07-05,JP,JPY,Growth,GDP,108,exports_yoy,2022-06-15T23:50:00+00:00,0.294005,-0.294005,0.105051,-0.030886,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
20865,2022-07-05,JP,JPY,Growth,GDP,109,imports_yoy,2022-06-15T23:50:00+00:00,2.571845,-2.571845,0.152056,-0.391064,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
20866,2022-07-05,JP,JPY,Growth,GDP,111,services_pmi,2022-07-05T00:30:00+00:00,1.357439,1.357439,0.065217,0.088528,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
20867,2022-07-05,JP,JPY,Growth,GDP,112,composite_pmi,2022-07-05T00:30:00+00:00,1.274017,1.274017,0.074204,0.094537,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
20868,2022-07-05,JP,JPY,Growth,GDP,192,industrial_production_mom,2022-06-29T23:50:00+00:00,-5.027812,-5.027812,0.122472,-0.615766,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
20869,2022-07-05,JP,JPY,Growth,GDP,193,industrial_production_yoy,2022-06-29T23:50:00+00:00,-0.121259,-0.121259,0.115039,-0.013950,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
20870,2022-07-05,JP,JPY,Growth,GDP,194,leading_economic_index,2022-06-27T05:00:00+00:00,1.662028,-1.662028,0.129534,-0.215289,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
20871,2022-07-05,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,-0.978052,0.097419,-0.095281,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
20872,2022-07-05,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2022-06-23T23:30:00+00:00,1.694258,1.694258,0.318654,0.539882,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
20873,2022-07-05,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2022-06-23T23:30:00+00:00,1.709900,1.709900,0.280733,0.480025,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
20874,2022-07-05,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,0.978052,0.400614,0.391821,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
20875,2022-07-06,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2022-06-15T04:30:00+00:00,0.664562,0.664562,0.139008,0.092379,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
20876,2022-07-06,JP,JPY,Growth,GDP,108,exports_yoy,2022-06-15T23:50:00+00:00,0.294005,-0.294005,0.105051,-0.030886,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
20877,2022-07-06,JP,JPY,Growth,GDP,109,imports_yoy,2022-06-15T23:50:00+00:00,2.571845,-2.571845,0.152056,-0.391064,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
20878,2022-07-06,JP,JPY,Growth,GDP,111,services_pmi,2022-07-05T00:30:00+00:00,1.357439,1.357439,0.065217,0.088528,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
20879,2022-07-06,JP,JPY,Growth,GDP,112,composite_pmi,2022-07-05T00:30:00+00:00,1.274017,1.274017,0.074204,0.094537,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
20880,2022-07-06,JP,JPY,Growth,GDP,192,industrial_production_mom,2022-06-29T23:50:00+00:00,-5.027812,-5.027812,0.122472,-0.615766,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
20881,2022-07-06,JP,JPY,Growth,GDP,193,industrial_production_yoy,2022-06-29T23:50:00+00:00,-0.121259,-0.121259,0.115039,-0.013950,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
20882,2022-07-06,JP,JPY,Growth,GDP,194,leading_economic_index,2022-06-27T05:00:00+00:00,1.662028,-1.662028,0.129534,-0.215289,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
20883,2022-07-06,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,-0.978052,0.097419,-0.095281,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
20884,2022-07-06,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2022-06-23T23:30:00+00:00,1.694258,1.694258,0.318654,0.539882,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
20885,2022-07-06,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2022-06-23T23:30:00+00:00,1.709900,1.709900,0.280733,0.480025,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
20886,2022-07-06,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,0.978052,0.400614,0.391821,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
20887,2022-07-07,CA,CAD,Growth,GDP,164,manufacturing_sales_mom,2022-06-14T12:30:00+00:00,-0.887561,-0.887561,0.129988,-0.115372,122,0.568683,True,2026-04-21T08:13:09.357652+00:00
20888,2022-07-07,CA,CAD,Growth,GDP,169,retail_sales_yoy,2022-06-21T12:30:00+00:00,0.599073,0.599073,0.123198,0.073805,59,0.538980,True,2026-04-21T08:13:09.357652+00:00
20889,2022-07-07,CA,CAD,Growth,GDP,170,retail_sales_ex_autos_mom,2022-06-21T12:30:00+00:00,0.085792,0.085792,0.170953,0.014666,58,0.747905,True,2026-04-21T08:13:09.357652+00:00
20890,2022-07-07,CA,CAD,Growth,GDP,210,retail_sales_mom,2022-06-21T12:30:00+00:00,0.075781,-0.075781,0.159195,-0.012064,106,0.696465,True,2026-04-21T08:13:09.357652+00:00
20891,2022-07-07,CA,CAD,Growth,GDP,212,wholesale_sales_mom,2022-06-23T12:30:00+00:00,5.437685,5.437685,0.113690,0.618210,133,0.497381,True,2026-04-21T08:13:09.357652+00:00
20892,2022-07-07,CA,CAD,Growth,GDP,213,imports,2022-07-07T12:30:00+00:00,1.317118,1.317118,0.163386,0.215199,58,0.714797,True,2026-04-21T08:13:09.357652+00:00
20893,2022-07-07,CA,CAD,Growth,GDP,214,exports,2022-07-07T12:30:00+00:00,2.328575,2.328575,0.139590,0.325046,58,0.610694,True,2026-04-21T08:13:09.357652+00:00
20894,2022-07-07,CA,CAD,Inflation,CPI,152,cpi_headline_yoy,2022-06-22T12:30:00+00:00,2.067308,2.067308,0.244225,0.504888,76,0.429502,True,2026-04-21T08:13:09.357652+00:00
20895,2022-07-07,CA,CAD,Inflation,CPI,153,core_cpi_yoy,2022-06-22T12:30:00+00:00,1.682758,1.682758,0.237314,0.399342,72,0.417347,True,2026-04-21T08:13:09.357652+00:00
20896,2022-07-07,CA,CAD,Inflation,CPI,160,core_cpi_mom,2022-06-22T12:30:00+00:00,-0.235702,-0.235702,0.292715,-0.068994,41,0.514777,True,2026-04-21T08:13:09.357652+00:00
20897,2022-07-07,CA,CAD,Inflation,CPI,165,ppi_yoy,2022-06-17T12:30:00+00:00,-1.936030,1.936030,0.225747,0.437053,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
20898,2022-07-07,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2022-06-10T12:30:00+00:00,-0.083675,-0.083675,0.134200,-0.011229,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
20899,2022-07-07,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2022-06-10T12:30:00+00:00,0.954317,0.954317,0.131813,0.125791,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
20900,2022-07-07,CA,CAD,Labor,UNEMPLOYMENT,157,part_time_employment_change,2022-06-10T12:30:00+00:00,-0.830353,-0.830353,0.132858,-0.110319,72,0.458645,True,2026-04-21T08:13:09.357652+00:00
20901,2022-07-07,CA,CAD,Labor,UNEMPLOYMENT,210,retail_sales_mom,2022-06-21T12:30:00+00:00,0.075781,0.075781,0.204609,0.015505,81,0.459120,True,2026-04-21T08:13:09.357652+00:00
20902,2022-07-07,CA,CAD,Labor,UNEMPLOYMENT,211,gdp_mom,2022-06-30T12:30:00+00:00,-0.687552,-0.687552,0.143658,-0.098772,93,0.495928,True,2026-04-21T08:13:09.357652+00:00
20903,2022-07-07,CA,CAD,Labor,UNEMPLOYMENT,213,imports,2022-07-07T12:30:00+00:00,1.317118,1.317118,0.252861,0.333048,73,0.567393,True,2026-04-21T08:13:09.357652+00:00
20904,2022-07-07,CH,CHF,Inflation,CPI,173,unemployment_rate,2022-07-07T05:45:00+00:00,-1.975526,1.975526,1.000000,1.975526,66,0.470027,True,2026-04-21T08:13:09.357652+00:00
20905,2022-07-07,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2022-06-15T04:30:00+00:00,0.664562,0.664562,0.139008,0.092379,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
20906,2022-07-07,JP,JPY,Growth,GDP,108,exports_yoy,2022-06-15T23:50:00+00:00,0.294005,-0.294005,0.105051,-0.030886,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
20907,2022-07-07,JP,JPY,Growth,GDP,109,imports_yoy,2022-06-15T23:50:00+00:00,2.571845,-2.571845,0.152056,-0.391064,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
20908,2022-07-07,JP,JPY,Growth,GDP,111,services_pmi,2022-07-05T00:30:00+00:00,1.357439,1.357439,0.065217,0.088528,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
20909,2022-07-07,JP,JPY,Growth,GDP,112,composite_pmi,2022-07-05T00:30:00+00:00,1.274017,1.274017,0.074204,0.094537,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
20910,2022-07-07,JP,JPY,Growth,GDP,192,industrial_production_mom,2022-06-29T23:50:00+00:00,-5.027812,-5.027812,0.122472,-0.615766,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
20911,2022-07-07,JP,JPY,Growth,GDP,193,industrial_production_yoy,2022-06-29T23:50:00+00:00,-0.121259,-0.121259,0.115039,-0.013950,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
20912,2022-07-07,JP,JPY,Growth,GDP,194,leading_economic_index,2022-07-07T05:00:00+00:00,-0.091314,0.091314,0.129534,0.011828,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
20913,2022-07-07,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,-0.978052,0.097419,-0.095281,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
20914,2022-07-07,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2022-06-23T23:30:00+00:00,1.694258,1.694258,0.318654,0.539882,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
20915,2022-07-07,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2022-06-23T23:30:00+00:00,1.709900,1.709900,0.280733,0.480025,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
20916,2022-07-07,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2022-06-09T06:00:00+00:00,-0.978052,0.978052,0.400614,0.391821,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
20917,2022-07-07,UK,GBP,Growth,GDP,58,gdp_mom,2022-06-13T06:00:00+00:00,-1.165543,1.165543,0.103828,0.121016,38,0.897497,True,2026-04-21T08:13:09.357652+00:00
20918,2022-07-07,UK,GBP,Growth,GDP,59,gdp_yoy,2022-06-13T06:00:00+00:00,-2.559498,2.559498,0.088593,0.226754,38,0.765807,True,2026-04-21T08:13:09.357652+00:00
20919,2022-07-07,UK,GBP,Growth,GDP,64,retail_sales_mom,2022-06-24T06:00:00+00:00,-0.035400,-0.035400,0.061061,-0.002162,40,0.812022,True,2026-04-21T08:13:09.357652+00:00
20920,2022-07-07,UK,GBP,Growth,GDP,65,industrial_production_yoy,2022-06-13T06:00:00+00:00,-0.351882,-0.351882,0.068080,-0.023956,44,0.588490,True,2026-04-21T08:13:09.357652+00:00
20921,2022-07-07,UK,GBP,Growth,GDP,80,house_price_index_yoy,2022-07-07T06:15:00+00:00,4.757863,-4.757863,0.095402,-0.453910,49,0.824663,True,2026-04-21T08:13:09.357652+00:00
20922,2022-07-07,UK,GBP,Growth,GDP,81,public_sector_net_borrowing,2022-06-23T06:00:00+00:00,-0.069819,0.069819,0.065728,0.004589,39,0.568163,True,2026-04-21T08:13:09.357652+00:00
20923,2022-07-07,UK,GBP,Growth,GDP,83,cbi_industrial_trends_orders,2022-06-21T10:00:00+00:00,-0.784465,-0.784465,0.051221,-0.040181,42,0.442761,True,2026-04-21T08:13:09.357652+00:00
20924,2022-07-07,UK,GBP,Growth,GDP,84,consumer_confidence,2022-06-23T23:01:00+00:00,-1.180157,1.180157,0.075269,0.088829,42,0.650631,True,2026-04-21T08:13:09.357652+00:00
20925,2022-07-07,UK,GBP,Growth,GDP,85,retail_sales_yoy,2022-06-24T06:00:00+00:00,-1.206491,1.206491,0.108616,0.131044,40,0.938885,True,2026-04-21T08:13:09.357652+00:00
20926,2022-07-07,UK,GBP,Growth,GDP,86,retail_sales_ex_fuel_mom,2022-06-24T06:00:00+00:00,-0.111743,0.111743,0.056576,0.006322,40,0.752389,True,2026-04-21T08:13:09.357652+00:00
20927,2022-07-07,UK,GBP,Growth,GDP,87,retail_sales_ex_fuel_yoy,2022-06-24T06:00:00+00:00,-1.123513,1.123513,0.103458,0.116236,40,0.894301,True,2026-04-21T08:13:09.357652+00:00
20928,2022-07-07,UK,GBP,Growth,GDP,185,niesr_monthly_gdp_tracker,2022-06-13T11:30:00+00:00,-2.865056,-2.865056,0.056858,-0.162901,59,0.491490,True,2026-04-21T08:13:09.357652+00:00
20929,2022-07-07,UK,GBP,Growth,GDP,186,house_price_index_mom,2022-07-07T06:15:00+00:00,2.086315,2.086315,0.065310,0.136257,47,0.564546,True,2026-04-21T08:13:09.357652+00:00
20930,2022-07-07,UK,GBP,Inflation,CPI,48,core_cpi_yoy,2022-06-22T06:00:00+00:00,0.896915,0.896915,0.092713,0.083156,68,0.518707,True,2026-04-21T08:13:09.357652+00:00
20931,2022-07-07,UK,GBP,Inflation,CPI,49,cpi_headline_yoy,2022-06-22T06:00:00+00:00,1.678898,1.678898,0.051219,0.085991,73,0.440855,True,2026-04-21T08:13:09.357652+00:00
20932,2022-07-07,UK,GBP,Inflation,CPI,51,ppi_output_yoy,2022-06-22T06:00:00+00:00,2.429853,2.429853,0.072136,0.175280,55,0.403585,True,2026-04-21T08:13:09.357652+00:00
20933,2022-07-07,UK,GBP,Inflation,CPI,57,avg_earnings_excl_bonus,2022-06-14T06:00:00+00:00,1.500000,1.500000,0.071797,0.107696,83,0.401689,True,2026-04-21T08:13:09.357652+00:00
20934,2022-07-07,UK,GBP,Inflation,CPI,71,core_cpi_mom,2022-06-22T06:00:00+00:00,0.000000,0.000000,0.112843,0.000000,65,0.631329,True,2026-04-21T08:13:09.357652+00:00
20935,2022-07-07,UK,GBP,Inflation,CPI,74,ppi_core_output_mom,2022-06-22T06:00:00+00:00,0.514392,0.514392,0.073206,0.037657,48,0.409570,True,2026-04-21T08:13:09.357652+00:00
20936,2022-07-07,UK,GBP,Inflation,CPI,75,ppi_core_output_yoy,2022-06-22T06:00:00+00:00,2.296397,2.296397,0.075101,0.172462,54,0.420175,True,2026-04-21T08:13:09.357652+00:00
